Full_ROI_ID,Ground_Truth_Label,Confidence,ca_std,ca_skew,ca_num_peaks,ca_energy,ca_kurtosis,circularity,solidity,area_px,aspect_ratio,extent,eccentricity
20250409_3_Glut_1mM_component_150,OPC,0.75,1493.655588226897,3.028307163467154,15,2538992539.830934,8.333209956095734,0.6625149171129792,0.7608695652173914,105.0,1.0,0.4666666666666667,0.6287752055958905
20250409_3_Glut_1mM_component_151,OPC,1.0,254.88581502694007,1.529769620418153,4,95322189.08013597,2.2968751972634776,0.6392938771376829,0.8189655172413793,106.0,1.5454545454545454,0.5080213903743316,0.8852541456750447
20250409_3_Glut_1mM_component_152,OPC,0.75,820.9347701770641,2.1434762477870795,7,820892435.0895588,3.1638015481570774,0.97416072802632,0.9629629629629629,52.0,1.8333333333333333,0.7878787878787878,0.8508031552234524
20250409_3_Glut_1mM_component_153,OPC,1.0,2089.326628244903,1.6173116461187493,0,5598286226.9557,0.9295309296118237,0.6667298060868756,0.905511811023622,115.0,0.4,0.71875,0.92444570205837
20250409_3_Glut_1mM_component_158,OPC,1.0,221.04111075471877,0.7082085861227156,0,76707123.02934688,-1.2815511675286315,0.7085347914109775,0.918918918918919,97.0,0.5,0.6938775510204082,0.8992848948757839
20250409_3_Glut_1mM_component_165,OPC,1.0,1006.1330593593856,0.15460894564932792,0,2045269988.7399895,-1.7907287146993571,1.070392549811525,0.9565217391304348,44.0,0.7777777777777778,0.6984126984126984,0.7038984078185737
20250409_3_Glut_1mM_component_168,OPC,1.0,760.7971246537402,1.6385923403433558,0,774804161.0563258,1.256974278233824,1.0218949976689091,0.9285714285714286,39.0,1.5,0.7222222222222222,0.8416565503253441
20250409_3_Glut_1mM_component_172,OPC,0.75,1346.0515542122755,2.028247384355751,8,2296108980.0046062,2.971928938285221,1.2947179437652612,1.0,28.0,1.0,0.7777777777777778,0.6201736729460422
20250409_3_Glut_1mM_component_175,OPC,1.0,21.652127176894616,1.1390336299147723,4,772204.0779833475,0.32449922024835054,0.9598477689685256,0.8387096774193549,31.0,2.5,0.65,0.9325135443249138
20250409_3_Glut_1mM_component_176,OPC,1.0,504.9674276725982,1.1213106520231213,0,369636899.5078074,-0.4050155223682057,1.0190756179418248,0.9375,45.0,0.8888888888888888,0.625,0.6729427344750812
20250409_3_Glut_1mM_component_177,OPC,1.0,386.9507804126786,1.226351954884379,1,213573078.9362129,0.042141445487428264,0.6378841236126,0.8064516129032258,100.0,1.0,0.5102040816326531,0.8623345171321768
20250409_3_Glut_1mM_component_178,OPC,1.0,586.6713162185654,0.5726693959647984,0,556126751.4427109,-1.580475590630126,0.723407289543919,0.9310344827586207,54.0,1.2,0.45,0.9360631487602066
